JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL RAINFALL,FLOODS
0.7030973451327434,0.37133720930232555,0.6092631578947368,1.4359274193548388,1.5443843843843843,1.6600448430493273,1.2388262910798122,1.7008762886597937,0.9705777777777778,0.953408071748879,1.852889447236181,1.34721706864564,14.387849304266439,1
0.4661621621621621,0.5913744075829384,0.8463321799307959,0.3145070422535211,1.1419551282051283,1.500622009569378,1.2573076923076922,1.4374025974025972,1.04148,0.7885853658536586,0.9987575757575757,0.9471627906976745,11.331648951723123,1
0.6841025641025642,0.29729508196721316,0.602463768115942,0.6493478260869565,1.500263157894737,1.3005357142857144,1.0841884816753928,1.291304347826087,1.1419847328244275,0.724171974522293,0.8557828810020878,0.884377990430622,11.015818520734037,1
0.5563934426229509,0.37071942446043166,0.5245864661654135,1.1847407407407406,1.2073931623931622,1.4690104166666667,1.0084516129032257,1.2317500000000001,1.388886075949367,1.127443820224719,1.3803058103975536,0.5586416184971098,12.008322591021342,1
0.5263865546218487,0.2958695652173913,0.4491891891891892,0.8781159420289856,1.1507511737089202,1.0023444976076556,1.5911188811188812,1.5400469483568076,0.9417100371747211,0.7998550724637681,1.1928712871287128,0.8071122994652407,11.175371448082121,1
0.2970796460176991,0.39048543689320386,0.8296610169491525,0.6629203539823009,1.71715,1.359030303030303,1.1651528384279475,1.0869756097560976,0.9785209003215434,1.2332110091743118,1.5491605839416058,0.6245286885245901,11.893876387018755,1
0.639712918660287,0.5171147540983606,0.7851948051948052,0.8010144927536232,1.1544052863436123,0.9395205479452053,1.3978453038674032,1.294726688102894,1.8969565217391307,0.87,0.907516339869281,0.9353937007874016,12.139401359362003,1
0.6601187648456057,0.24836734693877552,0.8339333333333333,0.9728455284552845,0.8328333333333333,1.0264625850340134,1.1004687499999999,1.2835806451612903,1.3075925925925926,1.5964471403812825,1.548171021377672,0.7377018633540372,12.148522904807223,1
0.5346124031007752,0.45188118811881184,1.0194387755102041,0.5037878787878788,1.6280487804878048,1.4907407407407407,1.2128729281767956,1.0821052631578947,1.327710843373494,1.0090248962655601,1.5413384321223709,0.9136501079913607,12.71521223783369,1
0.5873432835820895,0.2623364485981308,0.7037267080745342,1.0920350877192984,1.625576923076923,1.3138888888888889,1.2548221343873516,1.1926237623762377,2.4077093596059114,0.9159363957597172,0.9797486033519553,0.7641694915254238,13.099917086946462,1
