JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL RAINFALL,FLOODS
0.5936363636363636,0.5067889908256881,0.7701290322580645,0.8228346456692913,1.0533128834355827,1.5784065934065934,1.3574885844748859,1.8850584795321637,1.0991216216216215,0.9416923076923077,1.6785026737967914,0.47524886877828054,12.762221045127632,1
0.5410526315789473,0.2936,0.5696784565916398,0.8799130434782608,1.4334158415841585,1.6170616113744076,0.8088823529411764,0.9359922178988327,2.354432071269488,0.9859784560143627,1.3629277566539924,0.713048780487805,12.495983219873072,1
0.6161695906432748,0.5231693989071038,0.82421875,0.9733149171270717,1.2865714285714285,1.3739779005524861,1.2180373831775702,1.310754716981132,0.777335092348285,0.8181063122923588,0.7704304635761589,0.6025,11.094585954176868,0
0.44040293040293044,0.4485152838427947,0.8977499999999999,1.0270642201834863,1.4601117318435755,1.180294117647059,1.4310661764705883,1.0801075268817204,1.9661467889908257,1.1862841530054644,1.3625655430711612,0.42962441314553995,12.909932885485144,1
0.4715300546448088,0.2787272727272727,0.5427692307692308,0.8774509803921569,1.0214285714285714,1.0945918367346938,1.7882822085889571,1.4270967741935485,1.7446305418719212,0.6968668407310704,0.5971279373368146,0.7314748201438849,11.271977069562931,0
0.6163362068965518,0.4650920245398773,0.9059055118110236,0.5942780748663101,1.3444270833333334,0.9283425414364641,1.0137777777777777,0.9843776824034335,1.870331950207469,1.8051273885350316,0.71905,0.6421907216494845,11.889236963456755,0
0.7648275862068966,0.44174311926605503,0.3394615384615385,1.04859375,1.5512449799196786,1.9452857142857143,1.1877272727272727,1.582415254237288,1.2235398230088494,0.8987297297297299,1.1389021956087826,1.8091678622668579,13.931638825718663,1
0.6135550458715596,0.7554474708171206,1.4841379310344829,1.128923076923077,1.0815568862275449,1.3313142857142857,1.5438650306748467,1.0578666666666667,1.1827272727272726,1.2714598540145987,2.008062015503876,0.928479262672811,14.387394798848142,1
0.44735915492957745,0.42264285714285715,0.5215243902439024,0.7215736040609138,0.9782,0.9571162790697675,1.1103225806451613,1.2640414507772022,0.8125301204819276,0.7366559485530546,0.6586792452830189,1.0374950298210737,9.668140661008456,1
0.7377111716621254,0.33564102564102566,0.7151428571428572,1.0193333333333334,1.7927016129032256,1.4513675213675215,1.3397777777777777,1.609634703196347,0.773905325443787,1.1678358208955224,0.9129493087557604,0.36192622950819675,12.217926687627479,1
0.40959595959595957,0.4480219780219781,0.3755128205128205,0.6933333333333334,2.3792156862745095,1.0957857142857144,1.3156315789473685,1.3960754716981132,1.4555963302752293,2.0991335740072206,1.9941908713692946,0.7435593220338983,14.405652640355438,1
0.43524163568773233,0.32686274509803925,0.49503311258278143,0.6083333333333333,0.9463934426229508,1.239470588235294,0.971875,1.0293641618497111,1.6672299168975069,1.7868737060041406,1.5125738396624473,0.8456225680933852,11.864874050067323,1
0.5278333333333333,0.4251851851851852,1.1757246376811594,1.630648854961832,1.5206620209059234,1.210223880597015,0.9022594142259415,1.406796875,1.5521176470588236,1.5374318181818183,0.7784642857142857,0.8433013435700576,13.510649296415375,1
0.6201089918256131,0.6815492957746478,0.42979591836734693,0.5695555555555556,1.092807881773399,1.3743192488262912,1.0511822660098522,1.4756914893617021,1.7775241157556267,1.458467741935484,0.764919168591224,0.8224612403100775,12.118382914086821,1
0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362,1
